Gene.id	genename	Ctrl_d3_rep1	Ctrl_d3_rep2	si621_d2_rep1	si621_d2_rep2	Ctrl_d3_rep1.1	Ctrl_d3_rep2.1	si621_d2_rep1.1	si621_d2_rep2.1	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	chromosome	strand	start	end	length	type
ENSG00000035862	TIMP2	26614.75560879	27482.1083586605	4731.85837874721	5034.01120857128	14.7994931664739	14.8427678791388	12.67125140985	12.7379489589467	15965.6833886922	-2.4696104456244	0.0612666533332224	-40.3092108229328	0	0	chr17	-	78852976	78925387	72411	protein_coding
ENSG00000091986	CCDC80	6934.46900187517	6828.20536316259	41980.5512787888	48796.5140708438	13.0970358085985	13.0792108377048	15.4217186188194	15.6300479533401	26134.9349286676	2.7216158197641	0.0717519364577638	37.9309040859986	0	0	chr3	-	112596796	112641143	44347	protein_coding
ENSG00000113361	CDH6	8139.95802344206	8547.18782897789	1036.04626875974	1080.41522139186	13.2848918928012	13.3431030766897	11.3510610436476	11.3790969585155	4700.90183564289	-2.9788354966447	0.0770547184074128	-38.6587032982802	0	0	chr5	+	31193685	31329146	135461	protein_coding
ENSG00000117152	RGS4	13418.3331845955	15614.9161548994	1416.94563227435	1609.76698536568	13.900432146796	14.0947112414876	11.5717041508594	11.6692422993304	8014.99048928374	-3.26154141957029	0.0868284504155891	-37.5630499445688	0	0	chr1	+	163068774	163076802	8028	protein_coding
ENSG00000130449	ZSWIM6	1272.35296247374	1309.27213478022	9314.62186377585	9852.97326302819	11.49287934913	11.5135195906305	13.4467054210298	13.5151216416428	5437.3050560145	2.89217935325981	0.0734937009153228	39.3527515588321	0	0	chr5	+	61332257	61546172	213915	protein_coding
ENSG00000133816	MICAL2	10884.2867284882	11355.7296366667	1358.17830190352	1361.63334600295	13.6376580075323	13.6903473183583	11.5403072704865	11.5421766233628	6239.95700326535	-3.03161141047815	0.0709849550546843	-42.7078020707727	0	0	chr11	+	12110590	12263785	153195	protein_coding
ENSG00000137801	THBS1	120312.455756961	135687.057016157	12794.9537624036	11914.5502500668	16.8993454618864	17.0702728079318	13.8401289964166	13.750383026999	70177.2541963971	-3.37306447375903	0.0675886294964598	-49.905797748654	0	0	chr15	+	39581078	39599466	18388	protein_coding
ENSG00000137809	ITGA11	15120.9410711655	16012.0200142104	1904.49681757305	1742.10492635913	14.0532596977967	14.1271863081015	11.8046403921713	11.7318911305002	8694.890707327	-3.09421350760824	0.0713958633838091	-43.3388345060609	0	0	chr15	-	68296531	68432163	135632	protein_coding
ENSG00000270882	H4C14	8336.67367567525	8461.64391370682	1266.76245466002	1272.71879189798	13.3133099910855	13.3310718771259	11.4897214187247	11.4930856946215	4834.44970898502	-2.72570610691483	0.0731618980095286	-37.255814584797	8.53085448041907e-304	1.76787741015885e-300	chr1	+	149832677	149839767	7090	protein_coding
ENSG00000177706	FAM20C	8139.95802344206	8334.67873419925	1018.63372642764	857.094945965412	13.2848918928012	13.3130246390657	11.3398596286736	11.2299724927687	4587.59135750859	-3.13562297919171	0.0866202830250372	-36.1996390416477	6.16807101115608e-287	1.15040692429072e-283	chr7	+	192570	260772	68202	protein_coding
ENSG00000124762	CDKN1A	7073.04209679805	7104.64727882801	34139.4658098666	37991.3279667612	13.1199465400134	13.1251201531199	15.1376213565165	15.2841775091608	21577.1207880635	2.34701472328688	0.0650756250262984	36.0659574508644	7.75393146123492e-285	1.31471432439539e-281	chr6	+	36676459	36687337	10878	protein_coding
ENSG00000103888	CEMIP	5115.5760006846	6536.45558897498	289.483516271104	259.50643116685	12.7554162891729	13.0290775722277	10.6973235146493	10.6567528512363	3050.25538427438	-4.40869508685206	0.123673855409439	-35.6477532964138	2.55291399000564e-278	3.96786656896627e-275	chr15	+	80779342	80951776	172434	protein_coding
ENSG00000198959	TGM2	28393.9178624852	25591.137600037	4941.89717062813	4502.59166426944	14.8869002531319	14.7466896274757	12.7179541033802	12.6184023376442	15857.386074355	-2.51512686532843	0.0714184120059279	-35.2167850654488	1.1067924749094e-271	1.58790664996425e-268	chr20	-	38127384	38165270	37886	protein_coding
ENSG00000152661	GJA1	9434.59896621809	10224.7490305567	1566.04052599293	1619.07199684178	13.4622402512994	13.5605188445205	11.6478100034421	11.6737544117501	5711.11512990236	-2.62574551774305	0.0748951749059545	-35.0589409937314	2.84933106431982e-269	3.79591954861636e-266	chr6	+	121435594	121449715	14121	protein_coding
ENSG00000113657	DPYSL3	20678.4005074084	20809.6829675178	5042.01928903768	5148.77301677654	14.4621946734208	14.4705768731913	12.7396736869595	12.7624630177817	12919.7189451851	-2.02538919718399	0.0587567339720408	-34.4707586733422	2.20070960408851e-260	2.73636232172365e-257	chr5	-	147390807	147510068	119261	protein_coding
ENSG00000104332	SFRP1	43366.5954125094	42777.3604091259	9698.78607897773	8638.15232031485	15.4665915641163	15.44768561942	13.4958607882846	13.3557856325155	26120.223555232	-2.23211182033616	0.0650483391757733	-34.3146627357319	4.74315769524511e-258	5.52903963587604e-255	chr8	-	41261961	41309473	47512	protein_coding
ENSG00000156466	GDF6	10667.2211811965	11571.8405805094	2004.6189359826	2009.88247883807	13.6127281428316	13.7138649985849	11.8474611398691	11.8496723102807	6563.39079413162	-2.46987343412395	0.0720195084548284	-34.2945055737653	9.47609918091519e-258	1.03963956366617e-254	chr8	-	96142332	96160806	18474	protein_coding
ENSG00000115380	EFEMP1	7817.26683036989	8451.7388287807	1313.55866217753	1357.49778534691	13.2370029901483	13.3296721718581	11.5158923351461	11.5399387237119	4735.01552666876	-2.60658716074706	0.0777270910203032	-33.5351178917295	1.4837832840343e-246	1.53744677947354e-243	chr2	-	55865966	55924139	58173	protein_coding
ENSG00000286522	H3C2	7305.61232603925	7736.77178956785	1352.73688242474	1320.2777394425	13.157580246798	13.2248001382036	11.537357105258	11.519601835726	4428.84968436858	-2.49268298770753	0.0764975166696043	-32.585149116324	6.65765696497131e-233	6.53536631861473e-230	chr6	-	26031588	26032099	511	protein_coding
ENSG00000184357	H1-5	3733.72122194313	3505.49960158143	374.369660140074	372.200459044087	12.4246446948596	12.3613889844081	10.801265704031	10.7987786638026	1996.44773567718	-3.27742033496074	0.103508320804186	-31.6633514049646	4.96723397161855e-220	4.63219404023288e-217	chr6	-	27866791	27867588	797	protein_coding
ENSG00000141526	SLC16A3	10307.7063684944	10120.2954076994	2248.39452863196	2058.4753165466	13.570454184661	13.5479096304357	11.9460168110897	11.8699043636438	6183.71790534309	-2.24611670346293	0.0718505498110339	-31.2609535956257	1.58473656179793e-214	1.40747245781396e-211	chr17	+	82229041	82240086	11045	protein_coding
ENSG00000135046	ANXA1	5050.65014502143	5321.73199212593	21798.3264319933	24340.8761313193	12.7415301445778	12.7986094310445	14.5321778364139	14.6794501733611	14127.896175115	2.15318265366778	0.0692830726120967	31.0780479630726	4.76921323717486e-212	4.04320891302492e-209	chr9	+	73151864	73170393	18529	protein_coding
ENSG00000287080	H3C3	4348.09424418863	4408.66325439062	626.851523955473	577.944601682346	12.5816086880335	12.5961508552235	11.0497574153678	11.0067535645925	2490.38840605427	-2.86217472480909	0.0922972295100883	-31.0104077879851	3.90246186951405e-211	3.1645572316655e-208	chr6	+	26045383	26045869	486	protein_coding
ENSG00000250644	AC068580.4	3759.88537273276	3769.3350455227	467.962075175092	418.725516424598	12.4317112804019	12.4342544897704	10.901890092095	10.850492378755	2103.97700246379	-3.08683783902401	0.100435851118001	-30.7344220680454	1.97493175962437e-207	1.53476884369809e-204	chr11	-	1734820	1763954	29134	protein_coding
ENSG00000138316	ADAMTS14	995.206772627976	943.684454779691	5270.55890714645	5479.61786926017	11.3246051374173	11.2902789949762	12.7880124603289	12.8308048809809	3172.26700095357	2.47147470453077	0.0827525749233822	29.865834468825	5.46858257637177e-196	4.0797813452764e-193	chr10	+	70672505	70762441	89936	protein_coding
ENSG00000203811	H3C14	4030.24826422566	4295.20500887321	573.525613063427	476.623365609234	12.5026590419559	12.5687831441089	11.0027679902302	10.9106172831063	2343.90056294288	-2.9881613409331	0.103704325429686	-28.8142401828662	1.4224864515341e-182	9.82622029909725e-180	chr1	-	149839537	149841193	1656	protein_coding
ENSG00000203852	H3C15	4030.24826422566	4295.20500887321	573.525613063427	476.623365609234	12.5026590419559	12.5687831441089	11.0027679902302	10.9106172831063	2343.90056294288	-2.9881613409331	0.103704325429686	-28.8142401828662	1.4224864515341e-182	9.82622029909725e-180	chr1	+	149852618	149854274	1656	protein_coding
ENSG00000275993	SIK1B	6698.99164476845	6241.10396572332	1305.94067490723	1181.73645746498	13.0572274381142	12.9764343786299	11.5116721467801	11.4405857247221	3856.94318571599	-2.37931035350697	0.0837561179590889	-28.4076006802173	1.62903825097718e-177	1.0851140149634e-174	chr21	+	6111130	6123778	12648	protein_coding
ENSG00000120885	CLU	1019.43283817393	1029.22837005075	5185.67276327748	5801.1577102677	11.3403762178135	11.3466887865474	12.7702539652336	12.8941580339443	3258.87292044247	2.42308557619933	0.0873585874747491	27.7372339256255	2.48418627345284e-169	1.59767442021272e-166	chr8	-	27596916	27614700	17784	protein_coding
ENSG00000128510	CPA4	3418.78236984567	3753.12672473449	14567.7682285902	16513.2936995893	12.3365547260898	12.4298893837394	14.0053717777114	14.1671575952984	9563.24275568992	2.11544637590078	0.0771509908119051	27.4195619996412	1.60315966957469e-165	9.96684366574588e-163	chr7	+	130293133	130324180	31047	protein_coding
ENSG00000096433	ITPR3	14977.5227631334	14740.5672946026	4720.97553978965	4671.11576100329	14.0409968685196	14.0205034957748	12.6687880305571	12.65744548835	9777.54533963224	-1.66183124054451	0.06081089157335	-27.3278552171861	1.97998134011981e-164	1.19124619272821e-161	chr6	+	33620364	33696574	76210	protein_coding
ENSG00000185585	OLFML2A	3914.9321922269	3741.42071527635	650.793769662105	589.317393486471	12.4728492523659	12.4267280500369	11.0701144091691	11.0169323663376	2224.11601766296	-2.626712744909	0.096438017158743	-27.2373159703736	2.3489226977057e-163	1.36905491359091e-160	chr9	+	124777132	124814882	37750	protein_coding
ENSG00000125378	BMP4	3349.01130107331	3482.08758266514	545.23023177377	548.995677090028	12.3162353242401	12.3547291925699	10.9768273724842	10.9803224763726	1981.33119815056	-2.6422369334291	0.0974092205724627	-27.1251213991959	4.97822516762123e-162	2.81360235155465e-159	chr14	-	53949735	53956825	7090	protein_coding
ENSG00000167693	NXN	3354.82555680434	3673.88604532551	539.78881229499	537.622885285904	12.317940394796	12.4083442247129	10.9717525826159	10.9697246029975	2026.53082492769	-2.70587585421549	0.100509967142144	-26.9214679016735	1.23148699951687e-159	6.75543059646737e-157	chr17	-	799309	979776	180467	protein_coding
ENSG00000164754	RAD21	5043.86684666856	5558.55356808686	1041.48768823852	1066.97464925972	12.7400712973481	12.8466262284476	11.3545380903532	11.3706791959071	3177.72068806341	-2.33016031939316	0.0867728486729548	-26.8535648538576	7.66362572145151e-159	4.08383666659406e-156	chr8	-	116845933	116874776	28843	protein_coding
ENSG00000278828	H3C10	3476.92492715597	3481.18712039913	599.644426561572	589.317393486471	12.3532561826782	12.3544723884034	11.0260793023126	11.0169323663376	2036.76846690078	-2.5491082603234	0.0950827408953079	-26.8093687279181	2.51277979162778e-158	1.30182933037916e-155	chr6	+	27810063	27811300	1237	protein_coding
ENSG00000183598	H3C13	2848.98530820472	2806.74088315677	416.812732074559	407.352724620473	12.1608003555436	12.1467947682705	10.8484301561646	10.8381539544927	1619.97291201413	-2.77884438395417	0.105462743991923	-26.3490620362295	5.26101985917625e-153	2.6519805782026e-150	chr1	-	149813224	149813693	469	protein_coding
ENSG00000196747	H2AC13	3381.95875021581	3581.13843192636	578.967032542207	511.77563118562	12.3258688932251	12.382683259994	11.0076732610458	10.9451615797136	2013.4599614675	-2.67527775625112	0.101868354692127	-26.2621082311234	5.19868948292362e-152	2.5515988827897e-149	chr6	+	27808198	27808701	503	protein_coding
ENSG00000038427	VCAN	88480.3746721934	92007.4334164878	33154.5688842074	34340.6617976371	16.4641030315374	16.5193245102835	15.0976255188947	15.1456569266928	61995.7596926314	-1.4190372043569	0.0543457931884099	-26.1112612605962	2.71600548480206e-150	1.29887739223188e-147	chr5	+	83471673	83582303	110630	protein_coding
ENSG00000169564	PCBP1	5940.23127186903	6265.41644690562	1483.33094991547	1521.88632142471	12.9206935436307	12.9808432152642	11.6061930589514	11.6257732929715	3802.71624752871	-2.02198448028962	0.077810293015017	-25.9860797581033	7.11482384595625e-149	3.31746448877325e-146	chr2	+	70087476	70089203	1727	protein_coding
ENSG00000135679	MDM2	5173.7185579949	5681.01643626438	17630.1991112477	18479.7527915389	12.7677347604179	12.8708218992961	14.2524067177721	14.3140207517682	11741.1717242615	1.73390452500733	0.0671195152663722	25.8330906909281	3.76889119233091e-147	1.71447779580887e-144	chr12	+	68808176	68850686	42510	protein_coding
ENSG00000148773	MKI67	24323.9388507642	24602.4300319568	8406.99309471532	7741.76954811701	14.6785173604591	14.6937788795867	13.3233317890797	13.2255608608463	16268.7828813883	-1.59930011785	0.0621595528216791	-25.7289514684574	5.54578709787554e-146	2.46272559910659e-143	chr10	-	128096658	128126423	29765	protein_coding
ENSG00000163431	LMOD1	1909.01396502153	1768.50789044591	139.300338656772	109.592357385203	11.8066042395277	11.7440150081159	10.4618410442203	10.4009284503324	981.603637877354	-3.88748328690584	0.15224889749576	-25.5337368667257	8.32342879989861e-144	3.61023884992812e-141	chr1	-	201896455	201946548	50093	protein_coding
ENSG00000180914	OXTR	2422.60655459585	2468.16707113658	336.279723788613	337.048193467701	12.0120608714088	12.028789077888	10.7563924315413	10.7573242132778	1391.02538574719	-2.86070361255584	0.112662329823086	-25.3918378667299	3.10372783839563e-142	1.31562790713447e-139	chr3	-	8750380	8769613	19233	protein_coding
ENSG00000122870	BICC1	6054.57830124595	6832.70767449265	1247.17334453641	1407.12451321945	12.942140178545	13.0799706661127	11.478587024863	11.5665152339514	3885.39595837361	-2.27925552243234	0.0902527406881343	-25.2541419247117	1.01992332294055e-140	4.2272421991476e-138	chr10	+	58512871	58831435	318564	protein_coding
ENSG00000203814	H2BC18	3972.10570691536	4052.0801970502	848.861438689702	873.637188589593	12.4877103802509	12.5082300845657	11.2240533986077	11.2417639931895	2436.67113281121	-2.21973515959776	0.0880567915891473	-25.2079949716375	3.27359135215643e-140	1.32729896324064e-137	chr1	-	149782688	149812373	29685	protein_coding
ENSG00000003436	TFPI	1914.82822075256	2119.68817419026	9029.49148308777	10900.3039991717	11.8091274647826	11.8949378958722	13.4090902358282	13.6394804309044	5991.07796930057	2.30425953001574	0.0916100386248859	25.152915167419	1.31313532487575e-139	5.21091211579948e-137	chr2	-	187464229	187554435	90206	protein_coding
ENSG00000274997	H2AC12	2564.08677738425	2476.27123153068	377.634511827342	360.827667239962	12.0633176042649	12.0317421344832	10.8049941957581	10.7856086750943	1444.70504699556	-2.77119425995769	0.111000824520168	-24.9655286069895	1.44840510033547e-137	5.627959067991e-135	chr6	+	27147105	27147562	457	protein_coding
ENSG00000169184	MN1	4022.49592325095	3835.96925320752	787.917540527365	682.367508247493	12.500675326487	12.4520539234788	11.1791508384014	11.0963154306693	2332.18755630833	-2.4188175659877	0.0975233592400582	-24.8024430745219	8.43701747550967e-136	3.21140434562716e-133	chr22	-	27748276	27801756	53480	protein_coding
ENSG00000101871	MID1	2510.78943318314	2620.34519409246	9534.45521071857	11093.6414598418	12.0442453845915	12.0831509949286	13.47504160401	13.6612963700975	6439.807824459	2.0072309782316	0.0814967943766525	24.629569709881	6.09317668489818e-134	2.27287676700072e-131	chrX	-	10445555	10833654	388099	protein_coding
ENSG00000170017	ALCAM	15607.4004673283	16530.6862794328	47921.493065721	54383.6565171612	14.0940894631336	14.1685246758666	15.6049281682634	15.7808798094186	33610.8090824108	1.67050554915506	0.0683858574512307	24.4276464669084	8.6980645145305e-132	3.18093335804918e-129	chr3	+	105366908	105576900	209992	protein_coding
ENSG00000197321	SVIL	4669.81639463896	4265.48975409484	1004.48603578281	940.840049250331	12.6571486467953	12.5615242775287	11.330672979831	11.2883515781474	2720.15805844174	-2.19966295798674	0.0906669640601804	-24.2609089295932	5.0726405900747e-130	1.81941960856699e-127	chr10	-	29457337	29735804	278467	protein_coding
ENSG00000125148	MT2A	16073.5099684326	16303.769788398	40636.5206675301	39728.2634423002	14.1321498382211	14.1505855359492	15.3768295790161	15.3456833606101	28185.5159666652	1.31155847283731	0.0541074207594241	24.2399000807828	8.45026666314762e-130	2.97369667045974e-127	chr16	+	56608583	56609497	914	protein_coding
ENSG00000196787	H2AC11	3330.59949125838	3528.91162049772	710.649383928687	658.588034475232	12.3108216015293	12.3680160451643	11.1191991364494	11.0766489288804	2057.18713254	-2.32526330236666	0.0969703081895163	-23.9791266603198	4.59212277238175e-127	1.5860681819943e-124	chr6	+	27133041	27135291	2250	protein_coding
ENSG00000081923	ATP8B1	7828.89534183195	8430.12773439643	23238.1260260785	25115.2598641638	13.2387571700287	13.3266134632636	14.6174180771913	14.7214657214363	16153.1022416177	1.57230078074261	0.0657778594290701	23.9031916573397	2.8374054459583e-126	9.62189981319422e-124	chr18	-	57646425	57803315	156890	protein_coding
ENSG00000198121	LPAR1	3833.53261199248	4158.33474443951	889.127942832675	835.383252521173	12.4514071354666	12.5350242581552	11.2526867085531	11.2142903468055	2429.09463794646	-2.21279013334949	0.09271082422979	-23.8676567890815	6.64017297898188e-126	2.21153332555341e-123	chr9	-	110873262	111038043	164781	protein_coding
ENSG00000140416	TPM1	44785.2738108808	43003.3764378947	17623.6694078731	16786.2407028883	15.5111185628788	15.4549668209962	14.2519227605167	14.1884628635148	30549.6400898842	-1.35123040495869	0.0571911682765042	-23.6265571359873	2.05632247243759e-123	6.7285035848129e-121	chr15	+	63042769	63071190	28421	protein_coding
ENSG00000138356	AOX1	532.004399389249	579.897699311184	2919.86569231342	3271.22847893192	10.9644424991989	11.0085096163234	12.1839710268864	12.2932140784068	1825.74906748644	2.47668316578534	0.105686013986393	23.4343511725612	1.90900430095849e-121	6.13876538227186e-119	chr2	+	200586013	200671495	85482	protein_coding
ENSG00000105810	CDK6	3124.19341280681	2878.77786443766	9774.96595168065	10827.9316876909	12.2485840302482	12.1705890372222	13.5054096620139	13.6312274324939	6651.46722915401	1.77940286936004	0.0763417105111585	23.3083966477271	3.64405372710918e-120	1.15195332312395e-117	chr7	-	92604920	92836573	231653	protein_coding
ENSG00000135919	SERPINE2	4918.86034845142	5375.7597280866	1322.26493334357	1232.39707550153	12.7129081288528	12.8097105900555	11.5206966660796	11.4701160567453	3212.32052134578	-2.01109412303768	0.0863105371811075	-23.3006790215863	4.36353447919072e-120	1.35640469285644e-117	chr2	-	223975044	224039286	64242	protein_coding
ENSG00000145555	MYO10	12911.5238933741	12760.4507716441	4699.20986187453	4791.04702002861	13.8516004334131	13.8367159029191	12.6638480441427	12.6845726221507	8790.55788673032	-1.43562037612889	0.0617729791973672	-23.2402645101837	1.78453551552848e-119	5.45629047542977e-117	chr5	-	16661906	16936288	274382	protein_coding
ENSG00000172667	ZMAT3	6066.20681270801	6184.37484296461	17634.5522468307	19873.4367326262	12.9443028924894	12.9660928391489	14.2527292653303	14.4097017034278	12439.6426587824	1.61436961693099	0.0696890705939237	23.1653199443264	1.01889056826094e-118	3.06505290139272e-116	chr3	-	179017222	179071809	54587	protein_coding
ENSG00000124635	H2BC11	2856.73764917943	2963.42131744271	580.055316437963	519.012862333699	12.1633544692287	12.1980105270299	11.0086511857828	10.9521078648057	1729.80678634845	-2.40550987509567	0.103986108971588	-23.1329924629925	2.15644189993006e-118	6.3840949008882e-116	chr6	-	27125896	27132750	6854	protein_coding
