Gene.id	genename	Ctrl_d3_rep1	Ctrl_d3_rep2	si7_d3_rep1	si7_d3_rep2	Ctrl_d3_rep1.1	Ctrl_d3_rep2.1	si7_d3_rep1.1	si7_d3_rep2.1	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	chromosome	strand	start	end	length	type
ENSG00000112715	VEGFA	13596.276044925	14017.7274752373	3053.47180996239	3001.32158864139	14.1583618822512	14.1918507187871	12.8156903878954	12.8037422345335	8417.19922969153	-2.18929212373482	0.0547953268646153	-39.9539933239925	0	0	chr6	+	43770212	43786487	16275	protein_coding
ENSG00000124762	CDKN1A	7624.40218591793	7643.391138882	65410.184852766	61554.7181439013	13.5671733391123	13.5695298121696	16.1023719675471	16.0209501274749	35558.1740803668	3.05585954784397	0.0474208938355513	64.4412051455893	0	0	chr6	+	36676459	36687337	10878	protein_coding
ENSG00000137801	THBS1	129691.091628281	145976.177079033	8854.57654650607	9690.65767377901	17.0391681565195	17.2038968447436	13.7118181598173	13.8019192602173	73553.1257319	-3.89382814182185	0.0595792339518385	-65.3554583291464	0	0	chr15	+	39581078	39599466	18388	protein_coding
ENSG00000137809	ITGA11	16299.6536113253	17226.2080141445	2549.96856786875	2936.20415772412	14.3604038265375	14.4234425848087	12.6945852528565	12.7886426130241	9753.00858776566	-2.6114741206176	0.0665898182040964	-39.2173186689516	0	0	chr15	-	68296531	68432163	135632	protein_coding
ENSG00000140416	TPM1	48276.3901115746	46264.3131330276	10846.9546099469	11853.3456824253	15.6989341448644	15.6431709532029	13.9174215133344	14.0105749889347	29310.2508842436	-2.05821174374156	0.0523704759012681	-39.3009937053431	0	0	chr15	+	63042769	63071190	28421	protein_coding
ENSG00000149591	TAGLN	14680.5519003823	13938.2904570639	1735.70941854545	1805.52876634246	14.2429413371952	14.1855999726219	12.463748707595	12.4857483596148	8040.02013558353	-3.01458537435876	0.0597550995140218	-50.4490060074516	0	0	chr11	+	117199369	117207464	8095	protein_coding
ENSG00000156466	GDF6	11498.7558929421	12449.3307383742	947.018793234712	1048.7852888645	13.9784695508393	14.06290641697	12.1693584064251	12.2135505087402	6485.97267835389	-3.58500168355399	0.0710050927744969	-50.4893598961908	0	0	chr8	-	96142332	96160806	18474	protein_coding
ENSG00000172667	ZMAT3	6539.08174871163	6653.33464408639	28419.4144399688	26751.4245741035	13.4249521572065	13.4406730054987	15.0216782366605	14.94699686727	17090.8138517176	2.06414348960868	0.0505797548800042	40.8096775974037	0	0	chr3	-	179017222	179071809	54587	protein_coding
ENSG00000177706	FAM20C	8774.48669156194	8966.69561235637	1287.2768435558	1332.93407832167	13.7028625378909	13.7242559239598	12.3086503562862	12.325709886991	5090.34830644895	-2.75940014459635	0.0646317791611985	-42.6941696547469	0	0	chr7	+	192570	260772	68202	protein_coding
ENSG00000182612	TSPAN10	1229.47271856767	1208.99266683457	8173.07704109418	8038.05620731802	12.2865618229694	12.2785979303654	13.6336307948357	13.6175820968493	4662.39965845361	2.73309540439572	0.065919089377877	41.4613646849462	0	0	chr17	+	81637197	81648748	11551	protein_coding
ENSG00000197746	PSAP	78052.1928666904	79614.2983481292	285836.43036511	277638.032993188	16.3410160603295	16.3679365485484	18.1499151203771	18.1086614475796	180285.238643279	1.8374656439748	0.0405045516998095	45.3644236724992	0	0	chr10	-	71816297	71851251	34954	protein_coding
ENSG00000113361	CDH6	8774.48669156194	9195.31922563599	1710.14089453288	1749.29098509572	13.7028625378909	13.7492674877586	12.4555653579038	12.4680674724194	5357.30944920663	-2.37705831438865	0.0634718389111703	-37.450597858294	5.87354182182326e-307	8.37664956155694e-304	chr5	+	31193685	31329146	135461	protein_coding
ENSG00000030582	GRN	14518.641729288	14615.4425997862	44384.007471508	43681.9566125934	14.2306330935522	14.2380048474492	15.5890262394912	15.5682747522461	29300.0121032939	1.59586341077452	0.0430279113686389	37.0890280288546	4.22185560997073e-301	5.55791053146455e-298	chr17	+	44345301	44353106	7805	protein_coding
ENSG00000169184	MN1	4336.05884008019	4126.84996852184	410.079788970794	428.196439668101	13.0763920286709	13.0375899170246	11.8762170094626	11.8886828205627	2325.29625931023	-3.33556986495594	0.0908221848488029	-36.7263777072624	2.77088310802083e-295	3.38720667933346e-292	chr22	-	27748276	27801756	53480	protein_coding
ENSG00000120885	CLU	1098.89999994323	1107.27453380762	6968.40619819436	6575.87389490299	12.2344518787114	12.2378932819985	13.483068596256	13.4300354212287	3937.61365671205	2.61800331009875	0.071429052578827	36.651799451065	4.28370777339759e-294	4.88742498892843e-291	chr8	-	27596916	27614700	17784	protein_coding
